"specificEpithet","day","month","year","lat","lon","identifiedBy"
"verticillaris",10,4,1968,-12.9,-51.87,"Meyer, F.S."
"verticillaris",10,4,1968,-12.9,-51.866667,"Guimarães, PJF"
"verticillaris",10,4,1968,-12.9,-51.866667,"P. Guimarães"
"verticillaris",15,11,1968,-14.666667,-52.35,"Guimarães, PJF"
"verticillaris",5,12,1967,-12.32,-51.77,"Meyer, F.S."
"verticillaris",5,12,1967,-12.816667,-51.766667,"Guimarães, PJF"
"verticillaris",21,1,1966,-16.15922,-50.1333,"J. J. Wurdack"
"verticillaris",NA,NA,NA,-10.773109,-53.08982,"John Julius Wurdack"
"verticillaris",NA,NA,NA,-6.616667,-45.883333,"Guimarães, P."
"verticillaris",NA,NA,NA,-14.4739,-48.4597,"Guimarães, PJF"
"rosanae",10,3,2011,-9.756,-52.635,"Meyer, F. S."
"rosanae",10,3,2011,-9.753,-52.632,"Meyer, F. S."
"exasperata",21,7,2014,-15.841099,-48.746796,"Meyer, F.S."
"huberi",24,11,1989,5.66,-65.13,"Wurdack, J. J., (US), US (UNITED STATES)"
"huberi",28,3,1988,5.55,-65.21,"Wurdack, J. J., (US), US (UNITED STATES)"
"huberi",NA,2,1962,6,-65.71,"Wurdack, J. J., (US), US (UNITED STATES)"
"pogonanthera",14,4,2006,-15.85,-52.267,"Meyer, F. S."
"pogonanthera",25,1,2001,-13.529444,-48.0675,"Guimarães, P"
"pogonanthera",25,1,2001,-13.529444,-48.0675,"Guimarães, P."
"pogonanthera",20,2,2001,-13.417222,-48.080278,"Guimarães, P"
"pogonanthera",20,2,2001,-13.417222,-48.080278,"Guimarães, P."
"pogonanthera",8,5,2001,-10.55,-46.75,"P. J. F. Guimarães"
"pogonanthera",8,2,1980,-0.416667,-48.616667,"Wurdack, J.J."
"spruceana",8,3,1987,5.68333,-66.15,"Carol A Todzia (TEX)"
"spruceana",27,2,1985,5.25,-67.9,"Carol A. Todzia (LL, TEX)"
"spruceana",27,2,1985,5.25,-67.9,"Wurdack, J."
"spruceana",6,10,1983,4.91,-67.71,"Wurdack, J. J., (US), US (UNITED STATES)"
"spruceana",4,8,1982,6.41666,-67.41666,"Carol A. Todzia"
"spruceana",30,6,1979,-0.583333,-64.67,"Wurdack, J.J."
"spruceana",22,6,1979,-16.166667,-49.433333,"Wurdack, JJ"
"spruceana",17,6,1979,-16.166667,-49.433333,"Wurdack, JJ"
"spruceana",29,6,1979,0.58333,-64.66666,"Carol A. Todzia"
"spruceana",29,6,1979,-0.583333,-64.666667,"Wurdack, J.J."
"spruceana",26,1,1978,-10.651944,-65.464722,"C. Todzia (TEX)"
"spruceana",13,10,1977,5.3,-66.03,"Wurdack, J. J., (US), US (UNITED STATES)"
"spruceana",22,2,1974,4.81,-64.56,"Wurdack, J. J., (US), US (UNITED STATES)"
"spruceana",NA,9,1972,-11.8311,-53.4231,"J. J. Wurdack"
"spruceana",NA,3,1970,5.1,-67.8,"Wurdack, J. J., (US), US (UNITED STATES)"
"spruceana",NA,1,1969,3.16,-65.55,"Wurdack, J. J., (US), US (UNITED STATES)"
"spruceana",6,7,1969,5.65,-67.63,"Wurdack, J. J., (US), US (UNITED STATES)"
"spruceana",25,3,1953,3.16,-65.55,"Wurdack, J. J., (US), US (UNITED STATES)"
"spruceana",NA,4,1931,3.75,-66.8,"Wurdack, J. J., (US), US (UNITED STATES)"
"spruceana",NA,NA,NA,4.91666,-67.71666,"Carol A. Todzia"
"spruceana",NA,NA,NA,4.98333,-67.71666,"Carol A. Todzia"
"spruceana",NA,NA,NA,5.25,-67.9,"Wurdack, J."
"steyermarkii",20,11,1989,4.8,-64.53,"Guimaraes, P."
"steyermarkii",13,2,1974,4.69,-64.22,"Wurdack, J. J., (US), US (UNITED STATES)"
"striphnocalyx",NA,10,1989,3.51,-67.36,"Wurdack, J. J., (US), US (UNITED STATES)"
"striphnocalyx",NA,11,1989,3.66,-66.86,"Wurdack, J. J., (US), US (UNITED STATES)"
"striphnocalyx",NA,11,1989,3.2,-67.4,"Wurdack, J. J., (US), US (UNITED STATES)"
"striphnocalyx",10,1,1988,3.916667,-67.566667,"J.J. Wurdack"
"striphnocalyx",10,1,1988,3.93,-67.58,"Wurdack, J. J., (US), US (UNITED STATES)"
"striphnocalyx",14,2,1984,0.83333,-66.11666,"J.J. Wurdack"
"striphnocalyx",14,2,1984,0.83,-66.11,"Wurdack, J. J., (US), US (UNITED STATES)"
"striphnocalyx",25,4,1984,0.833333,-66.083333,"J.J.Wurdack (US)"
"striphnocalyx",26,4,1984,0.833333,-66.116667,"J.J. Wurdack"
"striphnocalyx",25,4,1984,0.83,-66.08,"Wurdack, J. J., (US), US (UNITED STATES)"
"striphnocalyx",15,7,1984,0.846667,-66.091667,"J.J. Wurdack"
"striphnocalyx",25,11,1984,1.83333,-66.91666,"J.J. Wurdack"
"striphnocalyx",10,11,1984,4.86,-67.45,"Wurdack, J. J., (US), US (UNITED STATES)"
"striphnocalyx",22,4,1979,1.91666,-67.06666,"J.J. Wurdack"
"striphnocalyx",23,4,1979,1.91666,-67.05,"J.J. Wurdack"
"striphnocalyx",9,3,1978,1.933333,-67.05,"J. Wurdack"
"striphnocalyx",13,11,1977,1.91666,-67.05,"J.J. Wurdack"
"striphnocalyx",13,11,1977,1.91666,-67.08333,"J.J. Wurdack"
"striphnocalyx",24,4,1974,1.933333,-67.033333,"Wurdack, JJ"
"striphnocalyx",20,4,1970,2.75,-67.55,"Wurdack, J. J., (US), US (UNITED STATES)"
"striphnocalyx",20,11,1953,1.7,-66.76,"Wurdack, J. J., (US), US (UNITED STATES)"
"barbigera",27,5,2015,-14.473611,-55.680556,"Guimarães, E.F. & Mendes, T.S."
"barbigera",18,3,2012,-16.035709,-50.104255,"Meyer, F.S."
"barbigera",19,2,2010,-16.851944,-49.239167,"A.L.Freitas"
"barbigera",3,4,2009,-18.606389,-48.303611,"Freitas, A.L."
"barbigera",4,1,2007,-15.923333,-49.231667,"Freitas, A.L."
"barbigera",10,2,2006,-15.85,-52.267,"Meyer, F.S."
"barbigera",30,3,2005,-16.536889,-49.286111,"Freitas, AL"
"barbigera",29,3,2005,-16.518806,-49.146111,"Freitas, AL"
"barbigera",NA,3,2005,-16.518806,-49.146111,"Guimarães, PJF"
"barbigera",22,4,2005,-15.490556,-57.195556,"J.G.Freitas & P.Guimarães"
"barbigera",12,3,2004,-13.648056,-46.596111,"Freitas, A.L."
"barbigera",20,1,2001,-13.529444,-47.0675,"Freitas, AL"
"barbigera",17,7,2000,-11.660833,-47.706667,"Meyer, FS"
"barbigera",28,3,1997,-13.618,-53.292,"Meyer, F. S."
"barbigera",23,3,1997,-13.908,-52.078,"Meyer, F. S."
"barbigera",26,3,1997,-15.0535,-52.2582,"Meyer, F.S."
"barbigera",25,3,1997,-15.0535,-52.2582,"Meyer, F.S."
"barbigera",20,5,1997,-14.617,-56.583,"Meyer, F. S."
"barbigera",24,5,1997,-14.35,-55.57,"Meyer, F.S."
"barbigera",14,6,1997,-13.866667,-56.533333,"Meyer, FS"
"barbigera",9,6,1997,-12.634444,-56.335,"Meyer, F.S."
"barbigera",14,6,1997,-13.51,-56.29,"Meyer, F.S."
"barbigera",14,6,1997,-13.52,-56.32,"Meyer, F.S."
"barbigera",3,8,1997,-6.666667,-44.7,"Guimarães, PJF"
"barbigera",21,3,1994,-10.124444,-48.270556,"Guimarães, P"
"barbigera",18,4,1988,-14.85,-48.87,"Wurdack, J.J."
"barbigera",18,4,1988,-14.85,-48.86666,"J. Wurdack"
"barbigera",18,4,1988,-14.85,-48.87,"J. J. Wurdack"
"barbigera",25,2,1987,-17.833333,-55.333333,"Guimarães, PJF"
"barbigera",10,2,1986,-16.6786,-49.2539,"Freitas, AL"
"barbigera",8,4,1986,-16.033333,-62.083333,"J.J. Wurdack"
"barbigera",22,5,1982,-6.06666,-50.13333,"J. Wurdack"
"barbigera",31,1,1980,-0.333333,-48.333333,"Wurdack, J.J."
"barbigera",8,2,1980,-8.05,-50.17,"Todzia, C.A."
"barbigera",13,2,1980,-8.05,-50.17,"Todzia, C.A."
"barbigera",8,2,1980,-8.072222,-50.181944,"Carol A. Todzia"
"barbigera",27,2,1980,-6.816667,-47.816667,"Carol a. Todzia"
"barbigera",28,3,1980,-15.7834208090807,-47.9298726661488,"J. J. Wurdack"
"barbigera",31,3,1980,-15.7834208090807,-47.9298726661488,"J. J. Wurdack"
"barbigera",2,2,1979,-15.6489,-56.195,"C. A. Todzia"
"barbigera",NA,7,1978,-14.4122647873905,-56.4468180174412,"C. A. Todzia"
"barbigera",2,3,1977,-16.17,-59.42,"J. J. Wurdack"
"barbigera",13,4,1977,-15.59167,-47.70833,"P. J. F. Guimarães"
"barbigera",29,4,1973,-17.1278,-51.8167,"J. J. Wurdack"
"barbigera",5,5,1973,-15.77955,-51.9912,"J. J. Wurdack"
"barbigera",18,5,1973,-15.5997895735814,-56.0977014111779,"J. J. Wurdack"
"barbigera",13,4,1972,-20.4748760783427,-55.7879090641848,"J. J. Wurdack"
"barbigera",1,4,1968,-14.63,-52.23,"Wurdack, J.J."
"barbigera",1,4,1968,-14.63,-52.23,"J. J. Wurdack"
"barbigera",2,4,1968,-14.63,-52.23,"J. J. Wurdack"
"barbigera",25,5,1968,-12.9,-51.866667,"Guimarães, PJF"
"barbigera",25,5,1968,-12.9,-51.87,"J. J. Wurdack"
"barbigera",7,5,1968,-12.9455499691,-51.8249179961806,"J. J. Wurdack"
"barbigera",5,3,1966,-16.8270387160443,-49.2444618080405,"J. J. Wurdack"
"barbigera",25,5,1966,-14.13,-52.15,"J. J. Wurdack"
"barbigera",26,6,1966,-17.25,-51.8,"J. J. Wurdack"
"barbigera",5,6,1966,-14.03,-52.12,"J. J. Wurdack"
"barbigera",8,6,1966,-14.6667,-52.33,"J. J. Wurdack"
"barbigera",1,6,1966,-13.92,-52.08,"J. J. Wurdack"
"barbigera",12,8,1963,-9.83938229365265,-48.7258127080231,"C. A. Todzia"
"barbigera",22,5,1956,-13.75,-48.83,"J. J. Wurdack"
"barbigera",1,6,1950,-7.33661711060559,-47.4696293562447,"J. J. Wurdack"
"barbigera",NA,NA,NA,-12.82,-51.77,"Wurdack, J.J."
