"specificEpithet","day","month","year","lat","lon"
"aspera",5,4,1976,-7.516667,-63.166667
"aspera",6,4,1976,-7.516667,-63.166667
"aspera",12,10,1976,0.706497,-51.444125
"aspera",23,11,1976,15.88333,-84.7
"aspera",23,11,1976,15.88,-84.7
"aspera",29,6,1975,5.35,-67.666667
"aspera",30,9,1975,8.581299,-75.182994
"aspera",14,2,1974,-7.5,-57.25
"aspera",19,3,1974,9.266667,-62.933333
"aspera",1,8,1974,-0.333333,-47.75
"aspera",27,10,1974,9.170278,-79.420278
"aspera",19,4,1973,8.81666,-62.45
"aspera",19,4,1973,8.82,-62.45
"aspera",19,4,1973,8.816667,-62.45
"aspera",4,10,1973,9.12055,-79.04611
"aspera",14,11,1973,11.995,-83.68888
"aspera",17,11,1973,14.03333,-83.38333
"aspera",28,12,1973,4.517778,-69.58
"aspera",30,12,1973,4.574,-71.03
"aspera",30,12,1973,4.562832,-70.998972
"aspera",16,7,1972,13,-84.5
"aspera",5,7,1972,14.58333,-84.01666
"aspera",5,7,1972,14.46666,-84.10833
"aspera",7,7,1972,14.75,-83.416667
"aspera",16,7,1972,14.08333,-83.41666
"aspera",NA,9,1972,-12,-54
"aspera",11,3,1971,14.03333,-83.38333
"aspera",12,3,1971,14.71666,-83.78333
"aspera",12,3,1971,14.75,-83.883333
"aspera",12,3,1971,14.75,-83.88333
"aspera",14,3,1971,14.75,-83.883333
"aspera",17,4,1971,15.722778,-84.544167
"aspera",17,5,1971,5.150162,-69.166722
"aspera",29,6,1971,-7.2808,-64.7678
"aspera",25,11,1971,5.335746,-67.865944
"aspera",19,1,1970,14.733333,-83.966667
"aspera",19,1,1970,14.73333,-83.96666
"aspera",13,5,1970,5.53,-54.8
"aspera",11,7,1970,14.73333,-83.88333
"aspera",15,7,1970,14.75,-83.88333
"aspera",22,7,1970,4.76,-52.31
"aspera",6,9,1970,15.26666,-83.76666
"aspera",12,1,1969,2.416667,-60.18
"aspera",12,1,1969,2.42,-60.18
"aspera",12,1,1969,0.424722,-60.187222
"aspera",NA,1,1969,3.41,-65.66
"aspera",12,1,1969,2.467,-60.208
"aspera",19,8,1969,3.61,-52.31
"aspera",25,11,1968,-9.622332,-64.940057
"aspera",19,9,1967,0.733333,-51.366667
"aspera",13,8,1965,14.61666,-83.91666
"aspera",18,8,1965,14.55,-84
"aspera",24,8,1965,14.54166,-83.99166
"aspera",25,8,1965,14.71666,-84.03333
"aspera",3,7,1963,3.33,-56.82
"aspera",8,7,1963,3.33,-56.81
"aspera",8,7,1963,3.433,-56.625
"aspera",3,7,1963,3.33333,-56.81667
"aspera",8,7,1963,3.33333,-56.43333
"aspera",22,9,1963,3.16666,-56.48333
"aspera",22,9,1963,0.333333,-56.816667
"aspera",22,9,1963,3.1,-56.46
"aspera",3,9,1963,3.642,-56.533
"aspera",22,9,1963,3.25,-56.65
"aspera",3,9,1963,3.6,-56.5
"aspera",22,9,1963,3.33333,-56.81667
"aspera",7,7,1962,0.28,-51.08
"aspera",NA,8,1962,5.33,-54.83
"aspera",9,3,1961,14.73333,-83.97083
"aspera",16,9,1961,0.73,-51.37
"aspera",16,9,1961,44,-51.37
"aspera",8,7,1960,-0.03,-51.08
"aspera",8,7,1960,0.6,-51.316667
"aspera",8,7,1960,-2,-51.08
"aspera",29,7,1960,3.854254,-51.797206
"aspera",8,7,1960,-0.033333,-51.083333
"aspera",18,4,1956,3.38,-59.78
"aspera",6,7,1954,-2.93778648539846,-44.2352209866645
"aspera",31,12,1954,4.98,-60.61
"aspera",31,12,1954,4.983333,-60.616667
"aspera",16,2,1951,4.41,-65.83
"aspera",22,1,1950,-1.03515,-48.125749
"aspera",17,11,1948,-0.8583,-48.1417
"aspera",NA,2,1946,4.61,-61.13
"aspera",3,6,1944,5.31,-55.26
"aspera",14,6,1944,5.25,-55.33
"aspera",22,8,1944,3.16,-65.55
"aspera",1,12,1938,5.1,-60.73
"aspera",9,10,1937,3.75,-59.3
"aspera",18,7,1935,-0.861616883887081,-48.142168432841
"aspera",13,5,1921,4.93,-52.33
"aspera",30,5,1921,4.93,-52.33
"aspera",26,3,1919,-0.5,-63.166667
"aspera",26,11,1919,6.58,-58.13
"aspera",16,8,1913,-0.533333,-52.85
"aspera",21,7,1908,-1.583333,-55.533333
"aspera",NA,10,1908,-0.816667,-39.4
"aspera",NA,10,1884,5.28,-60.76
"aspera",NA,NA,1859,4.93,-52.33
"aspera",NA,7,1850,-2.449614,-54.740486
"aspera",NA,1,1842,2.883333,-54.066667
"aspera",NA,NA,NA,3.9289,-53.2335
"aspera",NA,NA,NA,4.929,-52.3116
"aspera",NA,NA,NA,4.79194,-58.97472
"aspera",NA,NA,NA,8.30667,-73.61528
"aspera",NA,NA,NA,4.93333,-52.33333
"aspera",NA,NA,NA,-7.31306,-76.62556
"aspera",NA,NA,NA,-5.64861,-52.53
"aspera",NA,NA,NA,3.92472,-53.24111
"aspera",NA,NA,NA,-10.8339,-52.8731
"aspera",NA,NA,NA,7.0758,-65.9119
"aspera",NA,NA,NA,4.1006,-55.625
"aspera",NA,NA,NA,3.8558,-52.9708
"aspera",NA,NA,NA,-9.1839,-74.14
"aspera",NA,NA,NA,-16.7261,-64.435
"aspera",NA,NA,NA,4.7364,-58.7017
"aspera",NA,NA,NA,-0.435556,-49.0025
"aspera",NA,NA,NA,5.26689,-53.05158
"aspera",NA,NA,NA,2.72753,-72.2925
"aspera",NA,NA,NA,4.9,-68.333336
"aspera",NA,NA,NA,3.595833,-67.448333
"aspera",NA,NA,NA,2.8025,-72.095
"aspera",NA,NA,NA,6.37942,-71.93183
"aspera",NA,NA,NA,5.3,-68.01667
"aspera",NA,NA,NA,6.088917,-67.710389
"aspera",NA,NA,NA,2.776389,-72.177778
"aspera",NA,NA,NA,6.069944,-67.753972
"aspera",NA,NA,NA,2.666833,-72.179028
"aspera",NA,NA,NA,4.55,-71.333336
"aspera",NA,NA,NA,3.02875,-73.169333
"aspera",NA,NA,NA,2.507778,-72.641944
"aspera",NA,NA,NA,5.30556,-67.94333
"aspera",NA,NA,NA,5.5,-70.475
"aspera",NA,NA,NA,4.75,-70.45
"aspera",NA,NA,NA,5.416667,-54.966667
"barbigera",19,1,2005,-15.801111,-48.834722
"barbigera",25,5,1968,-12.9,-51.87
"bipenicillata",26,9,2018,5.452425,-72.469261
"bipenicillata",23,10,2018,4.969092,-72.822547
"bipenicillata",11,10,2017,6.478967,-71.860544
"bipenicillata",31,8,2015,6.26,-71.91
"bipenicillata",18,11,2014,2.57,-72.71
"bipenicillata",26,8,2012,6.379569,-71.908153
"bipenicillata",9,12,2012,6.444764,-71.880039
"bipenicillata",16,8,2011,4.398833,-73.043383
"bipenicillata",22,5,2010,4.993278,-73.052111
"bipenicillata",1,9,2010,4.891667,-73.281667
"bipenicillata",23,4,2009,9.699611,-84.39525
"bipenicillata",10,10,2009,9.892639,-84.483528
"bipenicillata",13,10,2009,4.863333,-73.267778
"bipenicillata",14,12,2006,9.686422,-84.371972
"bipenicillata",14,12,2006,9.686422,-84.37197
"bipenicillata",29,10,2005,9.9,-84.272222
"bipenicillata",30,10,2004,9.884722,-84.277778
"bipenicillata",27,11,2004,9.883611,-84.4725
"bipenicillata",9,10,2003,3.42,-74.11
"bipenicillata",14,11,2003,9.898658,-84.242156
"bipenicillata",5,11,2003,4.853931,-73.284458
"bipenicillata",11,1,2002,9.96,-84.51
"bipenicillata",9,10,2002,3.42,-74.11
"bipenicillata",9,10,2002,3.428611,-74.115556
"bipenicillata",16,11,2002,9.922222,-84.266667
"bipenicillata",16,1,2001,7.833611,-71.705278
"bipenicillata",NA,1,2001,7.833611,-71.705278
"bipenicillata",16,1,2001,7.8336,-71.7053
"bipenicillata",11,4,2001,9.6842,-84.4394
"bipenicillata",28,11,2001,9.787778,-84.523333
"bipenicillata",1,11,2001,9.695278,-84.437222
"bipenicillata",1,11,2001,9.6953,-84.4372
"bipenicillata",1,11,2001,9.69,-84.43
"bipenicillata",9,12,2001,9.7072,-69.5956
"bipenicillata",7,10,2000,4.888056,-73.250278
"bipenicillata",9,10,1999,4.17896,-73.65047
"bipenicillata",2,1,1997,9.757778,-84.183889
"bipenicillata",23,5,1997,-14.53,-54.51
"bipenicillata",30,9,1997,5.19,-72.61
"bipenicillata",30,11,1997,9.725,-84.258333
"bipenicillata",30,11,1997,9.72,-84.25
"bipenicillata",5,10,1996,8.43416,-80.86055
"bipenicillata",29,11,1996,8.1667,-81.25
"bipenicillata",15,11,1996,9.972222,-84.441667
"bipenicillata",15,11,1996,9.97,-84.44
"bipenicillata",6,11,1996,9.91,-84.28
"bipenicillata",3,1,1995,10.080556,-84.408333
"bipenicillata",NA,1,1995,10.080556,-84.408333
"bipenicillata",3,1,1995,10.08,-84.4
"bipenicillata",17,11,1995,4.178611,-73.647778
"bipenicillata",15,11,1995,4.178611,-73.647778
"bipenicillata",17,11,1995,4.18384,-73.65302
"bipenicillata",15,11,1995,4.18384,-73.65302
"bipenicillata",20,11,1994,9.718056,-84.281944
"bipenicillata",23,11,1994,7.345,-81.73138
"bipenicillata",20,11,1994,9.71,-84.28
"bipenicillata",NA,11,1994,9.718056,-84.281944
"bipenicillata",10,8,1992,9.706667,-84.393056
"bipenicillata",10,8,1992,9.7,-84.39
"bipenicillata",25,11,1992,5.96,-67.36
"bipenicillata",12,9,1986,9.7,-84.333333
"bipenicillata",12,9,1986,9.7,-84.33
"bipenicillata",12,9,1986,9.71,-84.39
"bipenicillata",11,11,1985,8.083889,-81.434722
"bipenicillata",20,11,1985,8.916667,-71.683333
"bipenicillata",20,11,1985,8.92,-71.68
"bipenicillata",16,1,1984,9.79,-84.16
"bipenicillata",16,1,1984,9.8,-84.16
"bipenicillata",NA,7,1984,9.916667,-84.266667
"bipenicillata",9,7,1984,9.91,-84.27
"bipenicillata",18,11,1984,6.83,-66.5
"bipenicillata",NA,NA,1984,6.83333,-66.5
"bipenicillata",8,9,1982,8.533333,-81.116667
"bipenicillata",NA,9,1982,8.533333,-81.116667
"bipenicillata",28,10,1982,9.7,-69.533333
"bipenicillata",NA,10,1982,9.7,-69.533333
"bipenicillata",28,10,1982,9.7,-69.53
"bipenicillata",1,11,1982,9.42416,-69.50861
"bipenicillata",NA,11,1982,9.416667,-69.5
"bipenicillata",1,11,1982,9.683,-69.508
"bipenicillata",23,1,1981,7.78722,-80.79694
"bipenicillata",29,9,1981,7.72,-71.97
"bipenicillata",9,11,1980,5.68,-67.18
"bipenicillata",17,4,1978,5.85,-67.483333
"bipenicillata",20,10,1978,7.65,-72.16666
"bipenicillata",8,12,1977,5.75,-67.5
"bipenicillata",8,12,1977,5.53,-67.53
"bipenicillata",2,10,1976,4.243256,-73.821587
"bipenicillata",NA,6,1975,4.965624,-74.440625
"bipenicillata",1,6,1975,4.981415,-74.421662
"bipenicillata",20,6,1975,9.91,-84.27
"bipenicillata",3,8,1975,8.42833,-82.765
"bipenicillata",1,11,1975,4.241737,-73.823196
"bipenicillata",17,12,1975,10,-84.8333
"bipenicillata",17,12,1975,10.03,-84.56
"bipenicillata",6,12,1975,8.540833,-81.157222
"bipenicillata",17,12,1975,10.01416,-84.61444
"bipenicillata",15,12,1973,8.434167,-80.860556
"bipenicillata",1,11,1971,5.55,-67.59
"bipenicillata",11,12,1971,8.30944,-81.01583
"bipenicillata",27,8,1970,7.61777,-81.75972
"bipenicillata",26,10,1968,10.01777,-84.6025
"bipenicillata",25,12,1966,7.8,-80.683333
"bipenicillata",20,7,1964,4.86656,-73.250881
"bipenicillata",20,2,1963,7.8,-80.75
"bipenicillata",29,11,1963,4.28382,-73.82819
"bipenicillata",12,12,1955,6.03,-67.36
"bipenicillata",13,10,1945,4.157558,-73.635531
"bipenicillata",24,11,1938,8.103056,-80.981667
"bipenicillata",NA,NA,NA,4.178611,-73.647778
"bipenicillata",NA,NA,NA,7.1225,-66.16944
"bipenicillata",NA,NA,NA,8.45444,-71.23972
"bipenicillata",NA,NA,NA,8.50722,-80.10278
"bipenicillata",NA,NA,NA,7.0758,-65.9119
"bipenicillata",NA,NA,NA,3.8811,-72.8667
"bipenicillata",NA,NA,NA,2.6857,-74.1674
"bipenicillata",NA,NA,NA,4.888056,-73.250278
"bipenicillata",NA,NA,NA,4.17896,-73.65047
"bipenicillata",NA,NA,NA,2.574444,-72.713889
"bipenicillata",NA,NA,NA,4.856694,-73.285306
"bipenicillata",NA,NA,NA,4.849444,-73.281389
"bipenicillata",NA,NA,NA,4.863333,-73.267778
"bipenicillata",NA,NA,NA,4.99328,-73.05211
"bipenicillata",NA,NA,NA,4.85393,-73.28446
"bipenicillata",NA,NA,NA,4.17861,-73.64778
"bipenicillata",NA,NA,NA,5.19041,-72.61608
"bipenicillata",NA,NA,NA,4.398833,-73.043383
"bipenicillata",NA,NA,NA,3.42878,-74.11561
"bipenicillata",NA,NA,NA,10.01,-84.48
"bipenicillata",NA,NA,NA,9.9,-84.27
"catharinae",13,2,1993,5.1,-67.3
"catharinae",16,2,1993,4.98,-67.3
"catharinae",NA,9,1989,5.1,-67.4
"catharinae",20,9,1971,4.01,-67.01
"catharinae",20,9,1971,4.86,-67.45
"catharinae",31,1,1949,4.95,-67.4
"catharinae",12,12,1948,4.95,-67.4
"catharinae",NA,NA,NA,7.0758,-65.9119
"catharinae",NA,NA,NA,3.5,-66
"dissitiflora",21,3,1988,5.75,-66.05
"dissitiflora",16,10,1987,1.53333,-65.81666
"dissitiflora",17,10,1987,1.433333,-65.783333
"dissitiflora",17,10,1987,1.43,-65.78
"dissitiflora",12,11,1987,5.77,-66.2
"dissitiflora",12,2,1985,0.908333,-66.04
"dissitiflora",12,2,1985,0.9,-66.04
"dissitiflora",NA,2,1985,0.866667,-66.083333
"dissitiflora",1,2,1985,0.87,-66.08
"dissitiflora",12,2,1985,0.9083,-66.0417
"dissitiflora",12,2,1985,0.908333,-66.041667
"dissitiflora",20,10,1985,5.91666,-66.38333
"dissitiflora",20,10,1985,5.91,-66.38
"dissitiflora",20,10,1985,5.92,-66.38
"dissitiflora",7,2,1984,0.86666,-66.08333
"dissitiflora",7,2,1984,0.88138,-66.08333
"dissitiflora",16,2,1984,0.9,-66.066667
"dissitiflora",16,2,1984,0.9,-66.07
"dissitiflora",7,2,1984,0.87,-66.08
"dissitiflora",7,2,1984,0.875,-66.083
"dissitiflora",7,2,1984,0.881389,-66.083333
"dissitiflora",7,2,1984,0.871667,-66.083333
"dissitiflora",18,4,1984,0.78333,-66.18333
"dissitiflora",5,12,1972,1.5,-65.85
"dissitiflora",21,12,1957,0.98,-65.93
"dissitiflora",15,1,1954,7.1225,-66.16944
"dissitiflora",15,1,1954,0.961111,-65.9917
"dissitiflora",NA,NA,NA,7.0758,-65.9119
"dissitiflora",NA,NA,NA,3.5,-66
"duidae",7,3,1991,4.41,-65.53
"duidae",20,11,1989,4.8,-64.53
"duidae",1,3,1985,3.25,-65.71666
"duidae",1,3,1985,3.83,-65.71
"duidae",10,2,1982,3.83,-65.33
"duidae",14,2,1981,4.58333,-64.25
"duidae",14,2,1981,4.58,-64.25
"duidae",3,10,1979,4.51666,-65.58333
"duidae",NA,10,1979,4.516667,-65.583333
"duidae",29,1,1975,3.23,-65.56
"duidae",22,2,1974,4.81,-64.56
"duidae",24,2,1974,4.81,-64.56
"duidae",22,3,1967,4.75,-64.43
"duidae",2,2,1951,4.41,-65.83
"duidae",1,9,1944,7.0758,-65.9119
"duidae",1,9,1944,3.39511,-65.6046
"duidae",NA,NA,NA,7.0758,-65.9119
"edmundoi",21,10,2016,-6.388611,-50.381111
"edmundoi",23,6,2015,-6.054444,-50.253889
"edmundoi",21,3,2012,-14.226389,-47.73
"edmundoi",8,7,2011,-6.050278,-50.126389
"edmundoi",8,7,2011,-6.052778,-50.126389
"edmundoi",22,5,2010,-6.390556,-50.379167
"edmundoi",10,10,2008,-6.399722,-50.327222
"edmundoi",17,12,2008,-6.039722,-50.277778
"edmundoi",13,12,2007,-6.315,-49.909167
"edmundoi",22,5,1982,-6.07,-50.13
"edmundoi",27,6,1978,-8,-52
"edmundoi",11,6,1978,-6.641589,-51.97281
"edmundoi",28,6,1978,-8,-52
"edmundoi",22,5,1969,-6,-50.3
"edmundoi",24,1,1968,-12.82,-51.77
"fraterna",8,11,2014,5.168889,-60.2175
"fraterna",5,2,2000,5.96883,-62.5395
"fraterna",26,5,1998,5.06778,-59.9469
"fraterna",18,7,1997,5.83278,-61.2347
"fraterna",NA,7,1997,5.832778,-61.234722
"fraterna",5,2,1996,5.89472,-61.0203
"fraterna",7,2,1996,5.98861,-61.06
"fraterna",7,2,1996,6.036111,-61.15
"fraterna",5,2,1996,5.997222,-61.052778
"fraterna",NA,2,1996,5.894722,-61.020278
"fraterna",NA,2,1996,5.988611,-61.06
"fraterna",2,2,1994,2.58333,-59.3667
"fraterna",NA,2,1992,4.5,-65.5
"fraterna",30,5,1990,5.9,-61.0333
"fraterna",30,5,1990,5.9,-61.03
"fraterna",27,2,1987,5.46667,-60.0667
"fraterna",27,2,1987,5.63,-60.07
"fraterna",1,3,1987,5.46667,-60.0667
"fraterna",NA,3,1987,5.466667,-60.066667
"fraterna",1,3,1987,5.47,-60.07
"fraterna",15,1,1986,5.85,-62.05
"fraterna",26,5,1986,5.85,-62.03333
"fraterna",26,5,1986,5.85,-62.03
"fraterna",17,2,1985,3.633333,-65.466667
"fraterna",1,3,1985,3.25,-65.71666
"fraterna",11,3,1985,3.58333,-65.38333
"fraterna",11,3,1985,3.58,-65.38
"fraterna",3,4,1985,5.66666,-61.5
"fraterna",18,2,1984,5.833333,-62.683333
"fraterna",18,2,1984,5.83,-62.68
"fraterna",27,8,1983,5.933333,-62.566667
"fraterna",NA,8,1983,5.933333,-62.566667
"fraterna",27,8,1983,5.93,-62.57
"fraterna",13,10,1983,3.6,-65.38333
"fraterna",13,10,1983,3.6,-65.38
"fraterna",10,12,1983,5.82,-62.58
"fraterna",10,2,1982,3.83,-65.33
"fraterna",NA,2,1982,3.666667,-65.75
"fraterna",10,2,1982,3.67,-65.75
"fraterna",24,7,1982,5.08333,-61.11666
"fraterna",24,7,1982,5.08,-61.11
"fraterna",17,10,1981,5.91,-61
"fraterna",17,10,1981,5.92,-61
"fraterna",10,11,1979,5.95,-60.63
"fraterna",29,1,1975,3.16,-65.51
"fraterna",2,1,1964,5.93,-61.4
"fraterna",18,5,1964,5.91,-62.55
"fraterna",24,4,1960,5.05,-61.36
"fraterna",31,1,1951,4.37213,-65.706
"fraterna",NA,1,1949,5.91,-62.53
"fraterna",NA,NA,NA,7.0758,-65.9119
"fraterna",NA,NA,NA,-10.8339,-52.8731
"fraterna",NA,NA,NA,3.5,-66
"johnwurdackiana",18,3,2012,-16.065858,-50.178486
"johnwurdackiana",18,3,2012,-16.366667,-51.366389
"johnwurdackiana",18,3,2012,-16.733333,-50.388889
"johnwurdackiana",18,3,2012,-16.035709,-50.104255
"johnwurdackiana",7,2,1980,-16.066667,-50.183333
"johnwurdackiana",18,1,1966,-16.0611,-50.001111
"johnwurdackiana",18,1,1966,-14,-50
"johnwurdackiana",NA,NA,NA,-12,-48
"kunhardtii",NA,9,1989,5.08,-67.31
"kunhardtii",15,12,1948,7.0758,-65.9119
"kunhardtii",15,12,1948,5.07064,-67.4499
"kunhardtii",12,12,1948,4.95,-67.4
"karstenii",NA,1,2016,2.264444,-73.796278
"karstenii",4,4,2004,3.32,-73.94
"karstenii",21,10,2004,2.22,-73.78
"karstenii",30,10,2002,2.208333,-73.85
"karstenii",30,10,2002,2.2,-73.86
"karstenii",30,10,2002,2.2,-73.84
"karstenii",19,8,1998,4.11333,-73.47919
"karstenii",16,10,1997,5.02,-72.73
"karstenii",22,10,1997,4.96,-72.72
"karstenii",24,10,1981,4.05,-66.02
"karstenii",25,7,1978,-14.1553857321728,-48.0785788001758
"karstenii",26,10,1976,2.15871,-73.813258
"karstenii",15,9,1974,3.331446,-73.928053
"karstenii",12,12,1969,5.19819,-72.52479
"karstenii",12,12,1969,5.195277,-72.587045
"karstenii",16,7,1949,4.966667,-74.433333
"karstenii",12,11,1938,4.12504,-73.65727
"karstenii",NA,NA,NA,3.8811,-72.8667
"karstenii",NA,NA,NA,0.25,-70.75
"karstenii",NA,NA,NA,3.5,-73
"karstenii",NA,NA,NA,5.01666,-72.75
"karstenii",NA,NA,NA,4.157558,-73.635531
"karstenii",NA,NA,NA,5.025,-72.734
"karstenii",NA,NA,NA,2.20028,-73.8625
"karstenii",NA,NA,NA,3.321,-73.9451
"karstenii",NA,NA,NA,2.229806,-73.783889
"karstenii",NA,NA,NA,2.20833,-73.85
"karstenii",NA,NA,NA,4.965,-72.725
"llanorum",10,6,2016,-8.025556,-50.031944
"llanorum",14,2,2006,1.235833,-51.763889
"llanorum",NA,10,2006,6.75,-66.5167
"llanorum",26,4,1997,-14.83333,-66.38333
"llanorum",15,3,1996,-14.58333,-66.5
"llanorum",5,5,1996,-15.15555,-60.99138
"llanorum",5,5,1996,-15.1556,-60.9914
"llanorum",21,5,1994,-13.65388,-60.83111
"llanorum",25,5,1994,-13.55083,-61.05861
"llanorum",30,5,1994,-13.55083,-61.05861
"llanorum",21,5,1994,-13.6539,-60.8311
"llanorum",30,5,1994,-13.5508,-61.0586
"llanorum",25,5,1994,-13.5508,-61.0586
"llanorum",20,4,1993,-14.53333,-61.01666
"llanorum",20,4,1993,-14.5333,-61.0167
"llanorum",16,4,1991,-14.833333,-66.666667
"llanorum",16,4,1991,-14.83,-66.67
"llanorum",23,6,1991,-13.55,-61
"llanorum",31,5,1990,-13.58,-68.77
"llanorum",NA,11,1988,6.35,-65.55
"llanorum",NA,11,1988,6.66,-65.71
"llanorum",8,9,1985,6.28333,-67.08333
"llanorum",8,9,1985,6.28,-67.08
"llanorum",22,2,1984,-13.08,-67.25
"llanorum",18,11,1984,6.83333,-66.5
"llanorum",NA,NA,1984,-13.08333,-67.25
"llanorum",13,1,1983,-7.78,-51.12
"llanorum",3,11,1982,9.30833,-69.7
"llanorum",3,11,1982,9.3083,-69.7
"llanorum",19,6,1980,-7.52,-63.17
"llanorum",9,10,1979,5.53,-65.95
"llanorum",5,1,1956,6.44,-67.12
"llanorum",24,7,1946,4.093261,-73.355115
"llanorum",15,9,1930,10.1667,-69.8333
"llanorum",13,1,1919,-0.783333,-51.116667
"llanorum",NA,NA,NA,7.0758,-65.9119
"llanorum",NA,NA,NA,-13.6,-61
"llanorum",NA,NA,NA,6.35,-65.55
"mathaei",30,3,2001,-6.08333,-77.1
"mathaei",NA,12,1960,-6.08333,-77.15
"mathaei",NA,NA,1835,-9.1839,-74.14
"mathaei",NA,NA,NA,-9.1839,-74.14
"mathaei",NA,NA,NA,-7,-76.8333
"melastomoides",10,3,2015,-12.348,-46.338
"melastomoides",21,7,2014,-16.403053,-49.252211
"melastomoides",25,7,2014,-13.65,-47.819167
"melastomoides",20,2,2013,-15.82175,-48.709694
"melastomoides",21,2,2013,-15.725444,-48.890056
"melastomoides",21,2,2013,-15.746667,-48.838889
"melastomoides",20,2,2013,-15.821667,-48.709722
"melastomoides",21,2,2013,-15.725556,-48.89
"melastomoides",21,5,2013,-15.725278,-48.876111
"melastomoides",23,5,2013,-15.796389,-48.759444
"melastomoides",22,5,2013,-15.760556,-48.918889
"melastomoides",20,5,2013,-15.825833,-48.773889
"melastomoides",21,3,2012,-14.120864,-47.653017
"melastomoides",20,3,2012,-14.180064,-47.842742
"melastomoides",20,3,2012,-14.296944,-47.920833
"melastomoides",21,3,2012,-14.226389,-47.73
"melastomoides",20,3,2012,-14.179722,-47.842222
"melastomoides",26,4,2012,-15.786,-48.772
"melastomoides",25,4,2012,-15.765,-48.933
"melastomoides",23,4,2012,-15.825833,-48.753333
"melastomoides",26,4,2012,-15.786111,-48.771944
"melastomoides",25,4,2012,-15.765556,-48.932778
"melastomoides",25,4,2012,-15.786667,-48.771111
"melastomoides",3,7,2012,-15.793,-48.893
"melastomoides",3,7,2012,-15.793333,-48.893611
"melastomoides",5,7,2012,-15.715556,-48.892778
"melastomoides",4,7,2012,-15.826111,-48.772222
"melastomoides",28,5,2011,-15.796111,-48.830278
"melastomoides",19,2,2009,-14.185556,-47.626944
"melastomoides",NA,2,2009,-14.18556,-47.62703
"melastomoides",8,5,2007,-13.036666,-48.136388
"melastomoides",16,5,2007,-13.361111,-48.149166
"melastomoides",15,5,2006,-15.798889,-48.818611
"melastomoides",11,8,2006,-8.448889,-47.666944
"melastomoides",17,10,2006,-14.235278,-47.905833
"melastomoides",20,5,2004,-13.823083,-47.457639
"melastomoides",18,4,2002,-13.3775,-48.050277
"melastomoides",18,4,2002,-13.3775,-48.050278
"melastomoides",8,5,2001,-10.55,-46.75
"melastomoides",6,11,1999,-7.357222,-48.372222
"melastomoides",7,5,1998,-14.432222,-48.154444
"melastomoides",23,6,1998,-14.295278,-49.104167
"melastomoides",7,7,1997,-13.71889,-48.29944
"melastomoides",13,4,1996,-14.488611,-48.557222
"melastomoides",11,9,1996,-14.161111,-47.790833
"melastomoides",21,7,1995,-13.966667,-48.3
"melastomoides",7,9,1995,-13.662222,-48.268055
"melastomoides",13,4,1994,-10.283333,-48.216667
"melastomoides",13,4,1992,-14.35,-48.2
"melastomoides",8,7,1992,-14.63333,-48.96667
"melastomoides",5,8,1992,-14.45,-49.08333
"melastomoides",12,10,1992,-14.36667,-48.2
"melastomoides",9,7,1991,-15.55,-48.25
"melastomoides",11,10,1991,-13.566666,-48.166667
"melastomoides",21,6,1990,-14.32,-48.4
"melastomoides",10,9,1982,-15.533333,-47.55
"melastomoides",2,1,1979,-12.694217,-60.099174
"melastomoides",21,4,1978,-11.433333,-47.566667
"melastomoides",8,3,1969,-13.7975,-47.4583
"melastomoides",8,3,1969,-13.86327,-47.5
"melastomoides",NA,NA,NA,-10.77306,-53.08972
"melastomoides",NA,NA,NA,-15.81194,-49.56972
"melastomoides",NA,NA,NA,-12,-48
"melastomoides",NA,NA,NA,-10.8339,-52.8731
"nigricans",27,11,2014,-14.131111,-47.669167
"nigricans",16,11,2014,-15.8325,-48.674722
"nigricans",21,3,2012,-14.143056,-47.703056
"nigricans",13,12,2012,-15.825,-48.693333
"nigricans",13,12,2012,-15.816667,-48.693333
"nigricans",13,12,2012,-15.82,-48.69
"nigricans",10,11,2006,-15.655555,-48.076944
"nigricans",23,11,2006,-15.663333,-47.936666
"papyrus",18,11,2018,-15.794722,-48.813889
"papyrus",29,5,2017,-15.713333,-48.964444
"papyrus",23,8,2017,-11.296667,-47.318333
"papyrus",3,10,2017,-15.72,-48.939444
"papyrus",17,3,2014,-15.475277,-48.491944
"papyrus",17,3,2014,-15.475278,-48.491944
"papyrus",1,9,2014,-11.663333,-47.695833
"papyrus",16,1,2013,-11.990278,-50.641389
"papyrus",20,2,2013,-15.816889,-48.732528
"papyrus",20,2,2013,-15.816944,-48.7325
"papyrus",21,2,2013,-15.713889,-48.893611
"papyrus",20,2,2013,-15.8169,-48.7325
"papyrus",23,5,2013,-15.796389,-48.759444
"papyrus",5,3,2012,-11.692983,-47.716611
"papyrus",18,3,2012,-16.065858,-50.178486
"papyrus",18,3,2012,-17.155278,-51.0025
"papyrus",18,3,2012,-16.035709,-50.104255
"papyrus",24,4,2012,-15.807222,-48.888611
"papyrus",11,8,2012,-16.722778,-53.145
"papyrus",29,10,2011,-16.074722,-50.195278
"papyrus",1,12,2011,-16.071388,-50.181944
"papyrus",1,12,2011,-16.071389,-50.181944
"papyrus",8,8,2010,-11.670555,-47.707222
"papyrus",8,8,2010,-11.670556,-47.707222
"papyrus",26,3,2006,-15.798889,-48.865
"papyrus",29,11,2003,-16.001388,-50.051388
"papyrus",29,11,2003,-16.0014,-50.0514
"papyrus",15,3,2002,-15.8025,-48.847222
