"name","lat","lon","identifiedBy","ident_extract"
"verticillaris",-12.9,-51.866667,"Guimarães, PJF",365
"verticillaris",-12.9,-51.866667,"P. Guimarães",365
"verticillaris",-14.666667,-52.35,"Guimarães, PJF",289
"verticillaris",-12.32,-51.77,"Meyer, F.S.",325
"verticillaris",-12.816667,-51.766667,"Guimarães, PJF",332
"verticillaris",-16.15922,-50.1333,"J. J. Wurdack",670
"verticillaris",-10.773109,-53.08982,"John Julius Wurdack",271
"verticillaris",-6.616667,-45.883333,"Guimarães, P.",474
"verticillaris",-14.4739,-48.4597,"Guimarães, PJF",633
"rosanae",-9.756,-52.635,"Meyer, F. S.",270
"rosanae",-9.753,-52.632,"Meyer, F. S.",270
"exasperata",-15.841099,-48.746796,"Meyer, F.S.",1151
"huberi",5.66,-65.13,"Wurdack, J. J., (US), US (UNITED STATES)",842
"huberi",5.55,-65.21,"Wurdack, J. J., (US), US (UNITED STATES)",2172
"huberi",6,-65.71,"Wurdack, J. J., (US), US (UNITED STATES)",704
"pogonanthera",-15.85,-52.267,"Meyer, F. S.",519
"pogonanthera",-13.529444,-48.0675,"Guimarães, P",358
"pogonanthera",-13.529444,-48.0675,"Guimarães, P.",358
"pogonanthera",-13.417222,-48.080278,"Guimarães, P",400
"pogonanthera",-13.417222,-48.080278,"Guimarães, P.",400
"pogonanthera",-10.55,-46.75,"P. J. F. Guimarães",413
"pogonanthera",-0.416667,-48.616667,"Wurdack, J.J.",3
"spruceana",5.68333,-66.15,"Carol A Todzia (TEX)",1003
"spruceana",5.25,-67.9,"Carol A. Todzia (LL, TEX)",78
"spruceana",5.25,-67.9,"Wurdack, J.",78
"spruceana",4.91,-67.71,"Wurdack, J. J., (US), US (UNITED STATES)",97
"spruceana",6.41666,-67.41666,"Carol A. Todzia",53
"spruceana",-0.583333,-64.67,"Wurdack, J.J.",56
"spruceana",-16.166667,-49.433333,"Wurdack, JJ",908
"spruceana",-16.166667,-49.433333,"Wurdack, JJ",908
"spruceana",0.58333,-64.66666,"Carol A. Todzia",74
"spruceana",-0.583333,-64.666667,"Wurdack, J.J.",56
"spruceana",-10.651944,-65.464722,"C. Todzia (TEX)",145
"spruceana",5.3,-66.03,"Wurdack, J. J., (US), US (UNITED STATES)",116
"spruceana",4.81,-64.56,"Wurdack, J. J., (US), US (UNITED STATES)",1803
"spruceana",-11.8311,-53.4231,"J. J. Wurdack",311
"spruceana",5.1,-67.8,"Wurdack, J. J., (US), US (UNITED STATES)",90
"spruceana",3.16,-65.55,"Wurdack, J. J., (US), US (UNITED STATES)",133
"spruceana",5.65,-67.63,"Wurdack, J. J., (US), US (UNITED STATES)",79
"spruceana",3.16,-65.55,"Wurdack, J. J., (US), US (UNITED STATES)",133
"spruceana",3.75,-66.8,"Wurdack, J. J., (US), US (UNITED STATES)",118
"spruceana",4.91666,-67.71666,"Carol A. Todzia",97
"spruceana",4.98333,-67.71666,"Carol A. Todzia",103
"spruceana",5.25,-67.9,"Wurdack, J.",78
"steyermarkii",4.8,-64.53,"Guimaraes, P.",1741
"steyermarkii",4.69,-64.22,"Wurdack, J. J., (US), US (UNITED STATES)",1278
"striphnocalyx",3.51,-67.36,"Wurdack, J. J., (US), US (UNITED STATES)",111
"striphnocalyx",3.66,-66.86,"Wurdack, J. J., (US), US (UNITED STATES)",105
"striphnocalyx",3.2,-67.4,"Wurdack, J. J., (US), US (UNITED STATES)",90
"striphnocalyx",3.916667,-67.566667,"J.J. Wurdack",107
"striphnocalyx",3.93,-67.58,"Wurdack, J. J., (US), US (UNITED STATES)",107
"striphnocalyx",0.83333,-66.11666,"J.J. Wurdack",510
"striphnocalyx",0.83,-66.11,"Wurdack, J. J., (US), US (UNITED STATES)",510
"striphnocalyx",0.833333,-66.083333,"J.J.Wurdack (US)",1545
"striphnocalyx",0.833333,-66.116667,"J.J. Wurdack",510
"striphnocalyx",0.83,-66.08,"Wurdack, J. J., (US), US (UNITED STATES)",1545
"striphnocalyx",0.846667,-66.091667,"J.J. Wurdack",820
"striphnocalyx",1.83333,-66.91666,"J.J. Wurdack",108
"striphnocalyx",4.86,-67.45,"Wurdack, J. J., (US), US (UNITED STATES)",290
"striphnocalyx",1.91666,-67.06666,"J.J. Wurdack",92
"striphnocalyx",1.91666,-67.05,"J.J. Wurdack",92
"striphnocalyx",1.933333,-67.05,"J. Wurdack",94
"striphnocalyx",1.91666,-67.05,"J.J. Wurdack",92
"striphnocalyx",1.91666,-67.08333,"J.J. Wurdack",92
"striphnocalyx",1.933333,-67.033333,"Wurdack, JJ",106
"striphnocalyx",2.75,-67.55,"Wurdack, J. J., (US), US (UNITED STATES)",97
"striphnocalyx",1.7,-66.76,"Wurdack, J. J., (US), US (UNITED STATES)",109
"barbigera",-14.473611,-55.680556,"Guimarães, E.F. & Mendes, T.S.",351
"barbigera",-16.035709,-50.104255,"Meyer, F.S.",724
"barbigera",-16.851944,-49.239167,"A.L.Freitas",757
"barbigera",-18.606389,-48.303611,"Freitas, A.L.",716
"barbigera",-15.923333,-49.231667,"Freitas, A.L.",691
"barbigera",-15.85,-52.267,"Meyer, F.S.",519
"barbigera",-16.536889,-49.286111,"Freitas, AL",769
"barbigera",-16.518806,-49.146111,"Freitas, AL",791
"barbigera",-16.518806,-49.146111,"Guimarães, PJF",791
"barbigera",-15.490556,-57.195556,"J.G.Freitas & P.Guimarães",185
"barbigera",-13.648056,-46.596111,"Freitas, A.L.",492
"barbigera",-13.529444,-47.0675,"Freitas, AL",402
"barbigera",-11.660833,-47.706667,"Meyer, FS",367
"barbigera",-13.618,-53.292,"Meyer, F. S.",388
"barbigera",-13.908,-52.078,"Meyer, F. S.",388
"barbigera",-15.0535,-52.2582,"Meyer, F.S.",345
"barbigera",-15.0535,-52.2582,"Meyer, F.S.",345
"barbigera",-14.617,-56.583,"Meyer, F. S.",277
"barbigera",-14.35,-55.57,"Meyer, F.S.",292
"barbigera",-13.866667,-56.533333,"Meyer, FS",403
"barbigera",-12.634444,-56.335,"Meyer, F.S.",392
"barbigera",-13.51,-56.29,"Meyer, F.S.",390
"barbigera",-13.52,-56.32,"Meyer, F.S.",359
"barbigera",-6.666667,-44.7,"Guimarães, PJF",252
"barbigera",-10.124444,-48.270556,"Guimarães, P",486
"barbigera",-14.85,-48.87,"Wurdack, J.J.",695
"barbigera",-14.85,-48.86666,"J. Wurdack",695
"barbigera",-14.85,-48.87,"J. J. Wurdack",695
"barbigera",-17.833333,-55.333333,"Guimarães, PJF",155
"barbigera",-16.6786,-49.2539,"Freitas, AL",772
"barbigera",-16.033333,-62.083333,"J.J. Wurdack",476
"barbigera",-6.06666,-50.13333,"J. Wurdack",579
"barbigera",-0.333333,-48.333333,"Wurdack, J.J.",NA
"barbigera",-8.05,-50.17,"Todzia, C.A.",294
"barbigera",-8.05,-50.17,"Todzia, C.A.",294
"barbigera",-8.072222,-50.181944,"Carol A. Todzia",294
"barbigera",-6.816667,-47.816667,"Carol a. Todzia",387
"barbigera",-15.7834208090807,-47.9298726661488,"J. J. Wurdack",1127
"barbigera",-15.7834208090807,-47.9298726661488,"J. J. Wurdack",1127
"barbigera",-15.6489,-56.195,"C. A. Todzia",213
"barbigera",-14.4122647873905,-56.4468180174412,"C. A. Todzia",334
"barbigera",-16.17,-59.42,"J. J. Wurdack",386
"barbigera",-15.59167,-47.70833,"P. J. F. Guimarães",968
"barbigera",-17.1278,-51.8167,"J. J. Wurdack",741
"barbigera",-15.77955,-51.9912,"J. J. Wurdack",327
"barbigera",-15.5997895735814,-56.0977014111779,"J. J. Wurdack",178
"barbigera",-20.4748760783427,-55.7879090641848,"J. J. Wurdack",156
"barbigera",-14.63,-52.23,"Wurdack, J.J.",287
"barbigera",-14.63,-52.23,"J. J. Wurdack",287
"barbigera",-14.63,-52.23,"J. J. Wurdack",287
"barbigera",-12.9,-51.866667,"Guimarães, PJF",365
"barbigera",-12.9,-51.87,"J. J. Wurdack",365
"barbigera",-12.9455499691,-51.8249179961806,"J. J. Wurdack",377
"barbigera",-16.8270387160443,-49.2444618080405,"J. J. Wurdack",789
"barbigera",-14.13,-52.15,"J. J. Wurdack",324
"barbigera",-17.25,-51.8,"J. J. Wurdack",805
"barbigera",-14.03,-52.12,"J. J. Wurdack",427
"barbigera",-14.6667,-52.33,"J. J. Wurdack",290
"barbigera",-13.92,-52.08,"J. J. Wurdack",437
"barbigera",-9.83938229365265,-48.7258127080231,"C. A. Todzia",366
"barbigera",-13.75,-48.83,"J. J. Wurdack",702
"barbigera",-7.33661711060559,-47.4696293562447,"J. J. Wurdack",166
"barbigera",-12.82,-51.77,"Wurdack, J.J.",332
