"name","lat","lon"
"aspera",3.92472,-53.24111
"aspera",0.616667,-53.2
"aspera",3.61667,-53.2
"aspera",-1.08,-53.17
"aspera",5.41667,-53.06667
"aspera",5.26689,-53.05158
"aspera",3.8558,-52.9708
"spruceana",-10.8339,-52.8731
"aspera",-0.533333,-52.85
"aspera",5.23194,-52.78278
"aspera",-1.05,-52.7
"aspera",5.08333,-52.7
"aspera",5.08,-52.59
"aspera",-5.64861,-52.53
"aspera",-0.72,-52.52
"aspera",4.91667,-52.5
"aspera",4.96,-52.46
"aspera",4.783333,-52.433333
"aspera",4.69,-52.38
"aspera",4.78,-52.35
"aspera",4.58333,-52.33333
"aspera",4.93333,-52.33333
"aspera",4.48333,-52.31666
"aspera",3.61,-52.31
"aspera",4.76,-52.31
"aspera",4.71667,-52.28333
"aspera",4.583333,-52.266667
"aspera",-3.196111,-52.212222
"aspera",0.7772,-51.9517
"aspera",-0.896111,-51.8875
"aspera",-3.844178,-51.832289
"aspera",3.854254,-51.797206
"aspera",4.2,-51.65
"aspera",-0.702222,-51.6
"aspera",-0.066667,-51.516667
"aspera",0.706497,-51.444125
"aspera",-7.056586,-51.409722
"aspera",0.73,-51.37
"aspera",0.6,-51.316667
"aspera",0.33,-51.25
"aspera",-0.5767,-51.1758
"aspera",-0.033333,-51.083333
"aspera",-2,-51.08
"aspera",0.28,-51.08
"aspera",-0.369966872567232,-51.0670524556655
"aspera",0.366667,-51.066667
"spruceana",-12.919722,-50.876389
"aspera",-0.183333,-50.733333
"spruceana",-6.319722,-50.452778
"aspera",-6.055124,-50.173616
"aspera",-6.333056,-49.934444
"spruceana",-16.166667,-49.433333
"aspera",-0.435556,-49.0025
"aspera",-0.854722,-48.539167
"aspera",-2.424906,-48.42
"aspera",-1.424906,-48.42
"aspera",-0.861616883887081,-48.142168432841
"aspera",-1.15526681981842,-48.1298676975265
"aspera",-1.03515,-48.125749
"aspera",-0.823333,-48.095
"aspera",-0.944058,-48.020847
"aspera",-0.603056,-47.579722
"aspera",-1.063194,-46.752139
"aspera",-2.485639,-45.778611
"aspera",-1.66664444855463,-45.3719930444323
"aspera",-2.23446332059816,-45.2999885675045
"aspera",-2.48,-45
"aspera",-2.93778648539846,-44.2352209866645
"aspera",-3.208056,-43.403333
"aspera",-4.7425,-42.532222
"aspera",-5.026461,-42.420771
"aspera",-4.083333,-41.733333
"aspera",-11.276475,-37.431192
